Student_ID,Attendance,Quiz_Score,Assignment_Score,Understanding_Level
S3171,69.88,54.91,93.83,Good
S3172,84.01,57.45,89.55,Good
S3173,94.54,80.52,51.12,Good
S3174,52.05,61.58,56.22,Poor
S3175,53.58,87.46,92.64,Good
S3176,66.25,75.71,91.69,Good
S3177,61.64,60.91,69.44,Average
S3178,63.25,74.69,79.21,Good
S3179,61.06,50.04,95.29,Average
S3180,59.79,93.14,95.58,Good
S3181,56.53,50.63,89.15,Average
S3182,96.7,50.35,60.48,Good
S3183,57.21,80.58,86.51,Good
S3184,60.22,98.68,55.05,Good
S3185,62.31,92.8,94.7,Good
S3186,96.65,62.6,57.46,Good
S3187,87.79,59.83,83.12,Good
S3188,89.48,81.31,80.51,Good
S3189,55.24,91.13,88.84,Good
S3190,91.82,68.1,77.58,Good
S3191,70.41,71.62,52.98,Average
S3192,63.14,55.77,85.29,Average
S3193,78.79,57.64,69.16,Average
S3194,91.11,78.42,66.01,Good
S3195,88.93,55.13,99.58,Good
S3196,94.5,60.1,79.52,Good
S3197,96.41,61.73,85.54,Good
S3198,61.91,72.2,76.32,Average
S3199,71.19,52.28,88.5,Good
S3200,50.73,74.99,87.6,Average
S3201,93.97,96.43,82.86,Excellent
S3202,57.73,51.22,99.89,Average
S3203,93.07,81.55,72.99,Good
S3204,66.47,91.79,85.31,Good
S3205,68.41,65.62,89.89,Good
S3206,51.96,56.58,68.8,Poor
S3207,66.34,52.17,72.86,Average
S3208,94.42,82.2,98.46,Excellent
S3209,51.28,77.61,51.61,Poor
S3210,70.32,61.46,66.76,Average
S3211,51.57,91.58,74.31,Good
S3212,68.55,86.78,50.07,Average
S3213,58.63,63.82,94.96,Good
S3214,62.61,87.67,64.31,Good
S3215,93.88,62.25,62.89,Good
S3216,71.8,83.76,91.02,Good
S3217,63.69,55.93,63.9,Average
S3218,79.47,84.61,82.88,Good
S3219,57.11,61.94,91.08,Average
S3220,62.97,78.62,89.62,Good
S3221,77.31,58.62,89.1,Good
S3222,61.88,86.3,54.43,Average
S3223,83.96,53.04,53.99,Average
S3224,74.57,58.27,65.34,Average
S3225,88.6,59.21,51.8,Average
S3226,97.41,52.07,75.02,Good
S3227,55.79,87.25,69.74,Average
S3228,66.73,99.05,77.85,Good
S3229,65.98,88.92,64.94,Good
S3230,57.56,93.03,74.29,Good
S3231,90.52,50.3,66.74,Good
S3232,87.99,55.89,59.76,Average
S3233,74.22,77.95,82.47,Good
S3234,76.89,98.89,83.67,Excellent
S3235,52.98,83.04,91.46,Good
S3236,77.78,68.71,93.74,Good
S3237,89.57,57.31,85.22,Good
S3238,78.69,57.64,84.37,Good
S3239,63.27,68.14,52.83,Average
S3240,83.38,85.69,55.49,Good
S3241,68.07,51.59,90.63,Average
S3242,77.24,92.61,61.65,Good
S3243,74.38,97.08,67.78,Good
S3244,69.06,94.44,57.26,Good
S3245,85.94,95.65,59.76,Good
S3246,94.19,50.77,88.77,Good
S3247,50.26,98.89,63.09,Average
S3248,96.68,68.32,72.45,Good
S3249,75.58,93.46,57.58,Good
S3250,85.04,59.34,83.9,Good
S3251,92.78,72.33,86.41,Good
S3252,73.36,52.21,68.08,Average
S3253,91.75,52.0,89.24,Good
S3254,58.88,97.16,62.0,Good
S3255,57.96,90.53,84.6,Good
S3256,82.87,76.49,86.5,Good
S3257,93.51,76.27,98.43,Excellent
S3258,94.62,87.44,61.62,Good
S3259,82.19,67.08,54.69,Average
S3260,76.27,88.09,63.15,Good
S3261,66.57,74.25,56.14,Average
S3262,99.0,81.9,58.48,Good
S3263,65.98,98.24,66.71,Good
S3264,87.21,73.57,70.7,Good
S3265,76.6,70.92,95.19,Good
S3266,80.43,95.29,59.78,Good
S3267,69.67,95.13,98.59,Excellent
S3268,98.24,99.62,90.51,Excellent
S3269,78.58,77.54,94.07,Good
S3270,96.89,67.21,96.47,Excellent
S3271,50.38,62.02,87.66,Average
S3272,78.63,51.7,89.44,Good
S3273,85.86,86.34,71.89,Good
S3274,87.25,61.67,75.52,Good
S3275,95.25,80.33,96.62,Excellent
S3276,50.22,95.83,68.91,Average
S3277,50.02,97.51,52.1,Average
S3278,73.61,50.22,88.14,Good
S3279,51.46,65.85,78.66,Average
S3280,98.73,91.87,90.74,Excellent
S3281,61.1,76.82,53.78,Average
S3282,73.63,90.38,81.06,Good
S3283,53.06,92.67,62.39,Average
S3284,76.1,72.13,95.16,Good
S3285,69.0,67.95,55.5,Average
S3286,52.23,72.77,92.15,Good
S3287,66.76,82.64,54.43,Average
S3288,69.57,68.36,51.25,Average
S3289,99.5,88.75,61.75,Good
S3290,60.39,95.2,66.65,Good
S3291,77.24,64.12,81.33,Good
S3292,99.37,98.25,56.59,Excellent
S3293,89.6,81.14,71.87,Good
S3294,99.67,93.91,60.21,Excellent
S3295,98.41,55.2,92.77,Good
S3296,74.48,62.57,52.25,Average
S3297,84.82,66.05,67.8,Good
S3298,55.52,65.14,81.57,Average
S3299,72.06,58.59,95.65,Good
S3300,90.45,93.41,93.4,Excellent
S3301,75.27,70.93,94.76,Good
S3302,85.13,98.16,53.14,Good
S3303,87.29,79.17,92.05,Excellent
S3304,62.67,56.92,89.0,Average
S3305,93.78,77.3,95.12,Excellent
S3306,72.99,99.68,65.58,Good
S3307,60.51,78.26,95.59,Good
S3308,93.27,50.09,70.13,Good
S3309,70.89,96.65,81.7,Good
S3310,87.52,61.74,71.21,Good
S3311,77.4,84.43,71.38,Good
S3312,69.09,75.75,77.33,Good
S3313,90.49,66.27,67.8,Good
S3314,79.22,64.13,89.64,Good
S3315,69.53,96.44,81.68,Good
S3316,55.48,95.6,84.49,Good
S3317,94.77,75.66,61.55,Good
S3318,51.77,62.92,98.48,Average
S3319,93.16,55.12,83.01,Good
S3320,68.0,57.83,59.86,Average
S3321,81.97,76.11,87.52,Good
S3322,96.11,65.39,58.69,Good
S3323,57.59,52.1,53.17,Poor
S3324,78.35,72.76,76.38,Good
S3325,88.22,87.31,77.68,Good
S3326,87.88,94.58,59.45,Good
S3327,76.28,79.26,67.42,Good
S3328,81.24,86.16,97.29,Excellent
S3329,87.88,68.2,64.25,Good
S3330,92.05,74.81,57.78,Good
S3331,88.09,86.48,99.63,Excellent
S3332,67.7,86.38,65.12,Good
S3333,99.84,71.23,84.01,Excellent
S3334,71.73,77.18,61.58,Good
S3335,51.22,96.19,77.51,Good
S3336,68.13,81.6,69.31,Good
S3337,56.39,82.13,98.08,Good
S3338,56.07,89.23,71.64,Good
S3339,64.08,55.76,79.21,Average
S3340,52.67,76.14,97.24,Good
S3341,84.43,97.97,99.46,Excellent
S3342,53.7,68.08,55.08,Poor
S3343,60.16,64.75,91.72,Good
S3344,54.64,80.06,69.11,Average
S3345,53.16,61.06,79.74,Average
S3346,63.39,77.8,68.75,Average
S3347,78.59,57.78,70.06,Average
S3348,98.23,78.99,57.94,Good
S3349,93.78,80.12,78.64,Excellent
S3350,93.8,70.92,77.34,Good
S3351,58.8,69.14,59.47,Average
S3352,63.25,62.27,77.09,Average
S3353,53.82,66.55,98.66,Good
S3354,88.92,74.92,85.72,Good
S3355,53.49,62.38,74.05,Average
S3356,77.83,89.14,95.8,Excellent
S3357,62.39,85.45,78.77,Good
S3358,62.17,63.47,56.75,Average
S3359,99.54,54.87,77.38,Good
S3360,87.84,50.01,59.05,Average
S3361,91.85,79.84,88.38,Excellent
S3362,78.6,60.57,98.36,Good
S3363,93.55,50.63,68.04,Good
S3364,82.27,67.95,71.75,Good
S3365,97.31,98.1,71.07,Excellent
S3366,64.07,84.5,64.26,Good
S3367,79.77,92.89,89.71,Excellent
S3368,84.51,57.24,80.89,Good
S3369,69.65,53.66,53.2,Poor
S3370,93.99,50.58,91.94,Good
S3371,98.99,97.78,59.35,Excellent
S3372,74.69,65.01,98.96,Good
S3373,69.53,72.98,68.83,Good
S3374,73.6,69.73,80.82,Good
S3375,92.64,86.52,53.89,Good
S3376,82.27,65.5,67.23,Good
S3377,52.24,76.77,90.12,Good
S3378,77.11,99.78,73.86,Good
S3379,50.87,72.2,95.23,Good
S3380,88.93,77.56,78.76,Good
S3381,66.42,75.13,96.43,Good
S3382,73.6,90.16,99.13,Excellent
S3383,89.93,63.34,72.69,Good
S3384,52.32,58.52,78.26,Average
S3385,57.93,87.7,91.75,Good
S3386,69.9,70.78,61.08,Average
S3387,61.5,95.69,93.08,Good
S3388,66.9,82.21,79.6,Good
S3389,99.91,78.22,86.28,Excellent
S3390,91.27,53.52,53.99,Average
S3391,94.2,86.52,88.31,Excellent
S3392,96.85,84.3,65.54,Good
S3393,67.05,82.0,90.26,Good
S3394,64.85,63.4,75.46,Average
S3395,61.7,97.34,63.73,Good
S3396,91.51,66.08,97.64,Excellent
S3397,83.98,57.61,88.25,Good
S3398,61.81,99.36,99.28,Good
S3399,68.85,87.31,68.22,Good
S3400,75.34,70.74,82.46,Good
S3401,76.41,96.8,80.58,Good
S3402,94.44,54.56,84.38,Good
S3403,69.03,54.38,51.92,Poor
S3404,95.43,84.12,64.59,Good
S3405,72.07,58.9,95.47,Good
S3406,87.32,95.86,71.19,Excellent
S3407,96.51,92.02,98.03,Excellent
S3408,95.38,65.32,60.68,Good
S3409,52.85,94.44,99.87,Good
S3410,60.29,52.14,84.88,Average
S3411,73.85,77.43,88.82,Good
S3412,71.58,96.78,69.84,Good
S3413,82.04,92.77,95.35,Excellent
S3414,97.24,67.8,77.27,Good
S3415,55.62,59.14,84.05,Average
S3416,72.59,60.53,54.74,Average
S3417,59.62,75.73,81.58,Good
S3418,94.71,79.84,93.95,Excellent
S3419,98.23,51.64,58.91,Good
S3420,73.94,70.68,86.89,Good
S3421,55.2,91.52,51.27,Average
S3422,89.26,72.22,96.31,Excellent
S3423,84.86,58.46,99.15,Good
S3424,67.73,97.74,67.71,Good
S3425,94.37,63.31,55.35,Good
S3426,98.79,89.92,82.93,Excellent
S3427,77.89,59.69,51.49,Average
S3428,78.29,71.16,74.12,Good
S3429,64.88,74.52,63.59,Average
S3430,79.23,75.03,73.67,Good
S3431,71.98,75.82,50.91,Average
S3432,65.11,61.25,52.58,Average
S3433,53.36,75.8,50.8,Poor
S3434,62.64,74.09,80.96,Good
S3435,59.89,60.44,78.0,Average
S3436,77.1,99.41,61.66,Good
S3437,80.08,93.28,82.33,Good
S3438,80.43,94.38,94.21,Excellent
S3439,69.41,84.28,63.87,Good
S3440,71.06,57.99,91.6,Good
S3441,91.71,78.4,83.13,Excellent
S3442,73.81,91.07,51.69,Good
S3443,99.39,51.94,68.76,Good
S3444,71.98,74.79,75.39,Good
S3445,82.48,69.81,86.58,Good
S3446,52.52,60.61,64.36,Poor
S3447,82.67,68.91,99.14,Good
S3448,92.57,99.17,84.23,Excellent
S3449,97.12,86.16,68.64,Excellent
S3450,99.87,64.98,54.85,Good
S3451,64.11,80.27,59.07,Average
S3452,78.77,62.33,74.38,Good
S3453,72.54,80.54,74.73,Good
S3454,78.19,94.81,88.39,Excellent
S3455,57.87,77.84,86.31,Good
S3456,92.81,86.67,60.06,Good
S3457,95.48,72.67,79.75,Good
S3458,72.48,76.21,51.03,Average
S3459,64.02,84.75,69.93,Good
S3460,57.04,90.62,88.21,Good
S3461,84.19,82.97,69.98,Good
S3462,65.61,98.87,91.78,Good
S3463,95.48,90.99,98.81,Excellent
S3464,83.55,88.86,80.36,Good
S3465,82.28,92.26,57.25,Good
S3466,77.97,64.06,68.98,Good
S3467,52.29,71.6,50.47,Poor
S3468,96.6,78.22,80.14,Excellent
S3469,81.4,73.12,91.08,Good
S3470,99.7,92.37,81.5,Excellent
S3471,76.87,51.35,89.3,Good
S3472,85.51,60.46,90.0,Good
S3473,52.81,94.09,92.55,Good
S3474,81.59,52.96,63.33,Average
S3475,88.23,61.35,93.56,Good
S3476,88.93,67.56,82.7,Good
S3477,88.51,87.54,64.49,Good
S3478,61.31,78.01,99.36,Good
S3479,98.77,97.73,97.51,Excellent
S3480,99.76,61.39,78.72,Good
S3481,53.78,93.61,92.16,Good
S3482,96.82,64.15,63.07,Good
S3483,64.47,62.27,70.8,Average
S3484,84.46,74.92,59.2,Good
S3485,66.91,53.56,76.01,Average
S3486,98.39,69.22,74.8,Good
S3487,55.08,67.78,60.64,Average
S3488,74.89,58.01,83.64,Good
S3489,71.4,93.04,55.89,Good
S3490,66.3,69.29,53.08,Average
S3491,82.28,99.1,69.25,Good
S3492,56.55,94.99,70.49,Good
S3493,85.83,59.74,65.99,Good
S3494,99.03,75.26,62.9,Good
S3495,90.23,80.09,66.94,Good
S3496,93.0,90.95,58.17,Good
S3497,67.98,94.28,70.17,Good
S3498,66.24,81.2,95.23,Good
S3499,75.85,51.76,61.22,Average
S3500,52.29,74.06,84.22,Average
S3501,97.27,94.24,57.09,Good
S3502,57.19,85.7,67.7,Average
S3503,95.15,93.51,66.06,Excellent
S3504,54.18,83.7,96.85,Good
S3505,91.13,52.2,71.4,Good
S3506,57.6,98.4,84.52,Good
S3507,51.91,95.9,80.12,Good
S3508,85.97,56.33,57.05,Average
S3509,64.01,55.63,96.98,Good
S3510,85.72,76.95,67.29,Good
S3511,77.75,87.85,52.24,Good
S3512,55.44,69.11,65.02,Average
S3513,96.61,56.82,66.78,Good
S3514,72.62,75.53,54.64,Average
S3515,86.72,66.88,81.0,Good
S3516,75.05,67.59,67.34,Good
S3517,80.22,82.25,81.46,Good
S3518,65.14,94.28,50.34,Average
S3519,60.02,77.93,99.1,Good
S3520,77.13,84.38,58.53,Good
S3521,72.01,83.0,82.97,Good
S3522,69.51,77.56,85.79,Good
S3523,83.63,65.54,58.58,Good
S3524,84.53,68.89,55.59,Good
S3525,52.3,65.79,57.63,Poor
S3526,66.94,95.87,62.34,Good
S3527,70.59,91.33,58.41,Good
S3528,54.84,78.97,83.7,Good
S3529,61.8,95.61,71.04,Good
S3530,52.58,94.32,76.89,Good
S3531,99.81,96.38,52.37,Good
S3532,86.83,61.09,93.06,Good
S3533,54.37,85.88,58.53,Average
S3534,51.01,80.46,68.01,Average
S3535,85.96,86.69,53.6,Good
S3536,71.96,63.17,56.84,Average
S3537,89.34,84.74,83.29,Excellent
S3538,96.17,70.49,84.63,Excellent
S3539,79.97,91.7,83.85,Good
S3540,59.36,89.77,77.61,Good
S3541,89.11,60.57,97.63,Good
S3542,97.79,59.19,75.36,Good
S3543,79.01,85.89,72.47,Good
S3544,84.1,77.52,62.38,Good
S3545,66.87,77.86,54.94,Average
S3546,69.08,87.63,77.41,Good
S3547,86.73,92.75,65.74,Good
S3548,96.39,61.95,76.2,Good
S3549,81.45,77.78,60.31,Good
S3550,89.49,91.45,91.91,Excellent
S3551,58.58,93.64,99.98,Good
S3552,60.6,64.37,66.12,Average
S3553,76.6,55.21,92.12,Good
S3554,58.83,61.64,93.65,Good
S3555,81.75,97.27,99.8,Excellent
S3556,64.58,73.12,67.14,Average
S3557,89.58,70.93,87.8,Good
S3558,90.41,50.65,61.44,Average
S3559,73.19,52.55,81.24,Average
S3560,59.04,83.43,85.24,Good
S3561,82.34,79.49,87.06,Good
S3562,99.64,78.78,60.36,Good
S3563,81.13,55.52,92.44,Good
S3564,51.79,67.6,71.05,Average
S3565,50.86,90.62,60.82,Average
S3566,66.02,58.75,77.13,Average
S3567,59.79,94.13,93.17,Good
S3568,90.65,56.07,98.35,Good
S3569,92.24,58.46,87.41,Good
S3570,62.93,73.89,50.28,Average
S3571,66.28,97.26,56.74,Good
S3572,61.81,66.48,53.81,Average
S3573,95.42,82.91,55.06,Good
S3574,75.13,79.43,69.15,Good
S3575,82.81,57.48,66.92,Good
S3576,70.77,62.41,55.68,Average
S3577,81.55,96.51,94.11,Excellent
S3578,69.29,59.24,80.77,Average
S3579,66.98,84.75,89.82,Good
S3580,81.72,98.23,68.58,Good
S3581,79.55,55.98,70.51,Average
S3582,64.68,69.96,65.88,Average
S3583,57.47,61.2,71.92,Average
S3584,68.43,61.08,80.52,Average
S3585,70.76,55.95,74.65,Average
S3586,81.43,82.48,91.9,Good
S3587,95.73,87.32,95.01,Excellent
S3588,51.81,83.84,73.48,Average
S3589,62.18,96.23,61.99,Good
S3590,59.69,57.28,97.26,Good
S3591,75.11,65.99,86.75,Good
S3592,71.49,67.23,82.01,Good
S3593,86.45,61.6,87.27,Good
S3594,62.12,57.11,53.8,Poor
S3595,79.72,74.34,53.38,Good
S3596,94.19,91.72,57.66,Good
S3597,95.53,97.73,57.37,Good
S3598,97.94,56.47,71.03,Good
S3599,88.66,91.16,57.87,Good
S3600,95.3,91.23,92.73,Excellent
S3601,61.73,69.45,78.9,Average
S3602,59.88,55.5,68.41,Average
S3603,50.32,99.5,53.48,Average
S3604,85.34,82.78,79.55,Good
S3605,96.87,99.11,55.83,Excellent
S3606,59.35,74.18,87.16,Good
S3607,81.85,69.76,90.14,Good
S3608,87.32,62.36,77.2,Good
S3609,96.38,99.18,57.48,Excellent
S3610,82.34,62.66,89.34,Good
S3611,98.51,51.19,65.39,Good
S3612,67.23,75.62,61.13,Average
S3613,67.5,68.85,73.53,Average
S3614,77.15,63.07,96.13,Good
S3615,69.18,81.73,64.87,Good
S3616,50.07,68.21,95.28,Average
S3617,86.59,70.11,52.68,Good
S3618,87.59,51.15,54.18,Average
S3619,87.35,79.45,84.93,Good
S3620,67.25,56.1,59.53,Average
S3621,76.11,60.69,65.83,Average
S3622,68.0,85.86,56.82,Good
S3623,50.8,65.66,66.61,Average
S3624,78.12,58.16,64.02,Average
S3625,56.19,78.87,86.82,Good
S3626,54.0,60.75,85.1,Average
S3627,87.77,63.55,97.75,Good
S3628,50.48,81.07,86.22,Good
S3629,97.95,86.99,84.74,Excellent
S3630,75.76,86.98,84.71,Good
S3631,99.15,74.11,94.15,Excellent
S3632,52.9,72.71,64.81,Average
S3633,79.18,89.38,65.0,Good
S3634,67.47,59.65,87.06,Good
S3635,92.17,57.61,61.44,Good
S3636,68.06,83.23,95.6,Good
S3637,63.02,70.48,76.74,Average
S3638,92.88,85.5,65.01,Good
S3639,68.73,62.83,88.8,Good
S3640,50.84,66.24,65.62,Poor
S3641,69.51,94.83,98.16,Excellent
S3642,82.73,71.08,99.15,Good
S3643,62.72,79.55,83.34,Good
S3644,71.6,55.33,55.68,Average
S3645,52.84,58.94,63.16,Poor
S3646,79.4,51.79,75.77,Good
S3647,87.81,71.22,92.57,Good
S3648,70.67,99.45,59.24,Good
S3649,71.01,93.69,55.22,Good
S3650,54.41,81.65,53.72,Average
S3651,60.1,93.05,75.35,Good
S3652,57.73,79.71,94.24,Good
S3653,74.08,68.44,52.12,Average
S3654,76.46,58.68,60.62,Average
S3655,97.45,82.65,84.66,Excellent
S3656,53.66,59.65,91.29,Average
S3657,79.99,70.87,90.37,Good
S3658,76.32,91.29,89.25,Good
S3659,75.81,56.46,56.49,Average
S3660,93.66,56.45,69.86,Good
S3661,60.28,61.22,99.24,Good
S3662,52.04,77.6,99.44,Good
S3663,83.61,62.59,80.12,Good
S3664,67.26,75.16,85.46,Good
S3665,50.88,65.1,97.56,Average
S3666,62.57,75.31,72.5,Average
S3667,65.47,63.88,56.84,Average
S3668,80.84,99.0,83.45,Excellent
S3669,58.63,74.64,98.01,Good
S3670,70.65,87.18,84.86,Good
S3671,74.12,85.03,90.17,Good
S3672,72.96,74.53,71.14,Good
S3673,98.7,61.94,54.82,Good
S3674,52.28,75.54,58.44,Average
S3675,97.55,84.05,99.13,Excellent
S3676,79.1,73.0,74.66,Good
S3677,89.79,54.1,50.6,Average
S3678,71.52,50.9,97.77,Good
S3679,72.69,66.39,74.89,Good
S3680,93.97,57.51,91.81,Good
S3681,94.8,95.31,77.42,Excellent
S3682,61.93,58.79,55.09,Poor
S3683,59.96,69.71,80.78,Average
S3684,74.81,85.6,99.87,Excellent
S3685,95.01,90.77,51.74,Good
S3686,66.12,73.89,92.09,Good
S3687,82.6,59.06,61.77,Average
S3688,85.41,63.54,69.69,Good
S3689,88.93,70.95,68.64,Good
S3690,78.2,68.23,94.94,Good
S3691,70.12,67.43,75.22,Good
S3692,98.35,56.59,72.36,Good
S3693,80.57,95.67,90.9,Excellent
S3694,86.43,51.49,52.45,Average
S3695,67.25,72.0,54.32,Average
S3696,83.5,99.02,51.08,Good
S3697,62.89,82.99,84.4,Good
S3698,62.25,67.77,76.28,Average
S3699,85.74,57.3,93.8,Good
S3700,76.07,98.19,74.93,Good
S3701,84.16,50.7,61.09,Average
S3702,63.47,84.07,90.26,Good
S3703,79.94,94.01,64.72,Good
S3704,72.2,51.26,96.78,Good
S3705,79.85,86.26,62.52,Good
S3706,64.54,99.94,58.39,Good
S3707,85.77,81.98,74.67,Good
S3708,90.3,70.73,52.53,Good
S3709,63.0,93.72,51.82,Average
S3710,65.03,77.71,74.8,Good
S3711,83.06,87.47,60.76,Good
S3712,84.78,79.39,50.47,Good
S3713,85.2,51.91,64.8,Average
S3714,84.13,60.66,73.87,Good
S3715,69.64,53.94,69.71,Average
S3716,69.74,55.33,56.77,Average
S3717,62.74,50.77,78.98,Average
S3718,57.84,71.06,85.52,Good
S3719,84.63,58.93,83.78,Good
S3720,54.66,92.78,69.69,Good
S3721,96.89,87.5,56.88,Good
S3722,91.33,78.66,74.97,Good
S3723,92.88,74.45,94.52,Excellent
S3724,95.33,62.79,73.44,Good
S3725,70.43,73.75,59.78,Average
S3726,92.34,82.06,54.65,Good
S3727,57.9,89.11,97.2,Good
S3728,51.08,54.08,87.15,Average
S3729,89.24,85.42,65.65,Good
S3730,53.74,87.14,64.77,Average
S3731,99.43,77.95,94.76,Excellent
S3732,83.74,60.72,58.88,Average
S3733,87.67,76.96,76.75,Good
S3734,62.29,75.14,85.68,Good
S3735,83.69,73.79,69.82,Good
S3736,52.16,73.03,52.0,Poor
S3737,91.89,55.54,61.39,Good
S3738,58.48,59.14,95.09,Average
S3739,84.87,54.87,76.16,Good
S3740,61.22,62.12,90.77,Good
S3741,53.42,63.17,77.78,Average
S3742,74.07,62.25,97.18,Good
S3743,58.46,60.55,95.46,Good
S3744,86.47,86.77,74.14,Good
S3745,61.88,90.93,65.91,Good
S3746,67.12,66.36,80.08,Good
S3747,78.37,65.26,83.74,Good
S3748,64.25,92.2,74.92,Good
S3749,68.9,81.2,91.11,Good
S3750,90.78,64.67,59.17,Good
S3751,58.96,85.68,66.72,Average
S3752,54.11,67.23,84.32,Average
S3753,66.42,79.33,62.33,Average
S3754,71.22,99.63,71.99,Good
S3755,77.13,65.08,98.19,Good
S3756,68.62,96.53,81.29,Good
S3757,89.5,66.03,97.45,Good
S3758,51.97,77.01,86.12,Average
S3759,71.59,73.0,86.23,Good
S3760,69.11,89.16,79.59,Good
S3761,82.38,53.05,57.11,Average
S3762,98.31,81.36,75.99,Excellent
S3763,75.52,88.03,62.63,Good
S3764,99.34,73.61,99.93,Excellent
S3765,65.11,55.26,63.35,Average
S3766,51.54,62.24,61.53,Poor
S3767,58.28,83.98,81.19,Good
S3768,69.76,94.77,75.55,Good
S3769,65.82,71.08,51.07,Average
S3770,54.85,78.02,56.48,Average
S3771,71.63,61.42,90.55,Good
S3772,66.91,70.61,74.18,Good
S3773,56.13,66.84,57.3,Poor
S3774,64.81,82.78,73.26,Good
S3775,94.32,99.23,62.66,Excellent
S3776,65.1,90.67,61.18,Good
S3777,85.7,59.61,97.89,Good
S3778,80.6,78.88,68.1,Good
S3779,71.36,53.32,52.32,Average
S3780,61.95,62.35,98.52,Good
S3781,68.45,58.61,89.74,Good
S3782,79.61,66.78,62.72,Good
S3783,67.54,83.94,70.44,Good
S3784,60.74,74.97,93.11,Good
S3785,55.82,96.65,67.87,Good
S3786,93.99,60.64,78.37,Good
S3787,72.02,68.21,76.74,Good
S3788,81.26,66.49,70.06,Good
S3789,74.52,61.8,81.98,Good
S3790,93.63,99.66,73.66,Excellent
S3791,77.35,69.36,51.06,Average
S3792,74.04,97.03,90.72,Excellent
S3793,96.23,69.52,55.66,Good
S3794,85.98,60.2,73.2,Good
S3795,55.58,55.96,79.0,Average
S3796,58.89,92.78,85.28,Good
S3797,89.36,51.6,70.54,Good
S3798,91.79,98.22,86.78,Excellent
S3799,77.26,70.91,56.57,Average
S3800,77.72,62.37,82.67,Good
S3801,81.6,80.87,91.32,Good
S3802,71.96,56.65,94.47,Good
S3803,84.01,53.61,78.98,Good
S3804,55.42,91.39,65.64,Average
S3805,98.06,71.23,58.17,Good
S3806,87.51,75.91,67.28,Good
S3807,81.56,58.83,77.0,Good
S3808,65.82,53.07,59.82,Average
S3809,58.05,68.39,97.63,Good
S3810,70.47,75.31,94.86,Good
S3811,83.08,88.27,51.65,Good
S3812,81.69,75.05,78.1,Good
S3813,69.13,89.13,89.47,Good
S3814,80.66,55.77,62.27,Average
S3815,90.69,53.2,76.19,Good
S3816,51.31,57.94,70.3,Poor
S3817,72.53,88.6,59.83,Good
S3818,87.93,87.97,80.74,Excellent
S3819,77.31,57.07,99.68,Good
S3820,82.57,51.55,68.26,Average
S3821,75.83,84.26,77.62,Good
S3822,99.59,92.76,66.39,Excellent
S3823,52.73,87.71,93.85,Good
S3824,74.55,60.14,93.23,Good
S3825,54.57,79.19,58.94,Average
S3826,57.99,87.87,95.0,Good
S3827,69.15,62.79,57.58,Average
S3828,57.78,76.39,54.77,Average
S3829,98.18,65.72,82.65,Good
S3830,97.34,61.28,69.3,Good
S3831,66.81,98.48,76.54,Good
S3832,81.99,95.63,82.63,Excellent
S3833,76.69,72.28,52.64,Average
S3834,90.78,56.84,64.65,Good
S3835,81.37,86.4,73.05,Good
S3836,50.01,62.79,63.33,Poor
S3837,88.16,58.43,52.45,Average
S3838,87.34,69.08,54.33,Good
S3839,75.49,76.49,90.09,Good
S3840,95.15,54.87,95.57,Good
S3841,95.42,78.59,57.61,Good
S3842,76.2,50.77,62.46,Average
S3843,80.4,94.59,82.61,Excellent
S3844,99.83,96.04,97.71,Excellent
S3845,64.94,86.65,64.98,Good
S3846,66.23,73.33,92.76,Good
S3847,59.14,62.74,75.3,Average
S3848,94.79,87.21,97.83,Excellent
S3849,87.22,96.59,56.81,Good
S3850,55.28,57.93,98.68,Average
S3851,99.09,73.29,72.05,Good
S3852,86.55,65.76,97.65,Good
S3853,92.53,67.84,72.93,Good
S3854,52.41,70.29,76.5,Average
S3855,75.25,97.59,90.24,Excellent
S3856,84.93,62.93,86.13,Good
S3857,77.15,74.63,80.98,Good
S3858,83.33,97.57,70.85,Good
S3859,90.89,73.8,89.62,Excellent
S3860,68.72,93.18,97.41,Good
S3861,92.43,52.94,50.49,Average
S3862,58.15,97.65,79.39,Good
S3863,63.54,59.38,93.3,Good
S3864,52.17,99.0,82.66,Good
S3865,68.22,58.78,90.04,Good
S3866,69.0,72.22,94.75,Good
S3867,90.26,65.43,87.55,Good
S3868,82.66,71.66,85.85,Good
S3869,71.84,62.53,98.24,Good
S3870,82.61,98.27,93.18,Excellent
S3871,52.64,65.29,90.77,Average
S3872,59.01,82.66,54.32,Average
S3873,81.35,56.87,61.95,Average
S3874,82.07,91.22,77.84,Good
S3875,88.71,77.13,85.48,Good
S3876,70.15,98.97,65.16,Good
S3877,86.13,71.17,54.67,Good
S3878,84.2,59.77,65.55,Good
S3879,98.17,67.3,88.55,Excellent
S3880,60.76,86.85,93.87,Good
S3881,77.58,82.96,95.65,Good
S3882,80.09,88.92,68.94,Good
S3883,99.93,53.67,68.63,Good
S3884,60.06,79.02,70.34,Average
S3885,76.16,96.61,68.79,Good
S3886,67.31,55.4,83.31,Average
S3887,76.29,54.72,67.92,Average
S3888,61.61,85.83,51.02,Average
S3889,52.38,65.76,71.95,Average
S3890,78.63,82.93,61.21,Good
S3891,66.79,77.27,51.44,Average
S3892,59.1,99.3,73.54,Good
S3893,66.2,94.45,60.3,Good
S3894,52.46,83.9,72.64,Average
S3895,97.52,63.08,63.89,Good
